"CUSTOMER_CODE","INVOICE_CODE","AMOUNT","DATE"
"CUST0000095050","INV0954419","88.04","16-Oct-3513"
"CUST0000124740","INV0954677","116.44","30-Mar-3514"
"CUST0000168106","INV0954740","84.77","06-May-3514"
"CUST0000491241","INV0955064","71.22","10-Nov-3514"
"CUST0000445650","INV0956088","71.31","28-Jun-3516"
"CUST0000372220","INV0956328","93.94","10-Nov-3516"
"CUST0000479186","INV0956581","98.65","01-Apr-3517"
"CUST0000263476","INV0956982","100.46","16-Nov-3517"
"CUST0000188932","INV0957424","80.49","08-Aug-3518"
"CUST0000008046","INV0957491","112.35","17-Sep-3518"
"CUST0000371468","INV0957991","109.43","21-Jun-3519"
"CUST0000284787","INV0958388","95.69","16-Jan-3520"
"CUST0000025704","INV0958557","88.79","17-Apr-3520"
"CUST0000143007","INV0958988","119.75","01-Jan-3521"
"CUST0000167435","INV0959021","94.25","23-Jan-3521"
"CUST0000122628","INV0959522","83.14","08-Nov-3521"
"CUST0000004242","INV0960154","110.83","07-Nov-3522"
"CUST0000377169","INV0960520","76.68","10-Jun-3523"
"CUST0000234250","INV0960678","90.75","11-Sep-3523"
"CUST0000482596","INV0960751","82.81","24-Oct-3523"
"CUST0000468892","INV0960887","82.48","07-Jan-3524"
"CUST0000080289","INV0961064","106.34","05-May-3524"
"CUST0000185712","INV0961259","91.46","01-Sep-3524"
"CUST0000008600","INV0961364","81.46","04-Nov-3524"
"CUST0000262971","INV0961516","115.04","22-Jan-3525"
"CUST0000450216","INV0962284","90.3","16-Apr-3526"
"CUST0000420455","INV0962337","79.72","10-May-3526"
"CUST0000302290","INV0962605","89.23","18-Oct-3526"
"CUST0000048878","INV0963352","86.26","13-Dec-3527"
"CUST0000305894","INV0963692","80.51","25-Jun-3528"
"CUST0000257000","INV0964021","86.78","28-Dec-3528"
"CUST0000474055","INV0964668","72.12","11-Jan-3530"
"CUST0000294447","INV0964691","117.16","26-Jan-3530"
"CUST0000167435","INV0964756","117.24","01-Mar-3530"
"CUST0000165983","INV0965561","108.1","29-May-3531"
"CUST0000160450","INV0966003","114.46","21-Feb-3532"
"CUST0000330131","INV0966267","80.41","19-Jul-3532"
"CUST0000017170","INV0966298","118.53","07-Aug-3532"
"CUST0000199727","INV0966721","90.44","02-Apr-3533"
"CUST0000258287","INV0966997","75.23","18-Sep-3533"
"CUST0000179766","INV0967402","115.7","08-May-3534"
"CUST0000017439","INV0967727","117.34","24-Nov-3534"
"CUST0000123098","INV0967797","110.0","31-Dec-3534"
"CUST0000161219","INV0968960","112.16","03-Nov-3536"
"CUST0000339590","INV0969142","73.27","21-Feb-3537"
"CUST0000105158","INV0970330","82.99","06-Jan-3539"
"CUST0000437427","INV0970469","71.55","28-Mar-3539"
"CUST0000463308","INV0971311","117.31","18-Jul-3540"
"CUST0000200184","INV0971800","88.38","16-Apr-3541"
"CUST0000049491","INV0971972","81.56","18-Jul-3541"
"CUST0000260751","INV0972312","103.12","15-Feb-3542"
"CUST0000384620","INV0973241","90.74","03-Sep-3543"
"CUST0000128213","INV0973479","96.37","08-Feb-3544"
"CUST0000275328","INV0973744","83.36","18-Jul-3544"
"CUST0000225244","INV0973837","73.62","09-Sep-3544"
"CUST0000405093","INV0973931","115.9","05-Nov-3544"
"CUST0000454766","INV0974509","81.38","24-Sep-3545"
"CUST0000315469","INV0974875","88.21","19-Apr-3546"
"CUST0000441107","INV0976904","84.01","14-Jun-3549"
"CUST0000320930","INV0978399","90.8","08-Nov-3551"
"CUST0000015093","INV0978606","106.67","24-Feb-3552"
"CUST0000216793","INV0978844","102.46","09-Jul-3552"
"CUST0000425918","INV0979080","73.6","16-Nov-3552"
"CUST0000119000","INV0979415","88.95","13-Jun-3553"
"CUST0000276076","INV0979889","70.58","02-Mar-3554"
"CUST0000483016","INV0979908","75.83","14-Mar-3554"
"CUST0000438558","INV0981112","110.14","04-Feb-3556"
"CUST0000461005","INV0981236","84.76","14-Apr-3556"
"CUST0000456805","INV0981315","75.8","28-May-3556"
"CUST0000216705","INV0982175","90.78","24-Sep-3557"
"CUST0000146342","INV0983588","72.67","14-Jan-3560"
"CUST0000359006","INV0984111","71.95","15-Nov-3560"
"CUST0000483636","INV0984261","107.32","01-Feb-3561"
"CUST0000160253","INV0984764","90.95","25-Nov-3561"
"CUST0000260730","INV0985623","118.08","06-Apr-3563"
"CUST0000460665","INV0985693","102.45","21-May-3563"
"CUST0000160253","INV0986445","96.28","10-Jul-3564"
"CUST0000127792","INV0987081","118.37","17-Jul-3565"
"CUST0000002010","INV0987129","101.47","22-Aug-3565"
"CUST0000225390","INV0988350","118.63","11-Jul-3567"
"CUST0000483473","INV0988905","92.71","03-Jun-3568"
"CUST0000480879","INV0988986","113.71","11-Jul-3568"
"CUST0000109403","INV0989626","116.8","09-Jul-3569"
"CUST0000015093","INV0991288","82.06","01-Mar-3572"
"CUST0000364546","INV0991332","72.79","23-Mar-3572"
"CUST0000145368","INV0991487","79.55","19-Jun-3572"
"CUST0000100328","INV0991607","79.84","24-Aug-3572"
"CUST0000259785","INV0991689","74.16","14-Oct-3572"
"CUST0000164657","INV0991695","70.54","17-Oct-3572"
"CUST0000467234","INV0993411","75.91","30-Jul-3575"
"CUST0000189418","INV0993606","80.29","19-Nov-3575"
"CUST0000199579","INV0993876","84.68","22-Apr-3576"
"CUST0000195286","INV0994186","70.18","20-Oct-3576"
"CUST0000360347","INV0994315","73.38","30-Dec-3576"
"CUST0000035675","INV0994961","106.44","31-Dec-3577"
"CUST0000191204","INV0995571","107.26","09-Dec-3578"
"CUST0000332656","INV0996307","119.61","06-Feb-3580"
"CUST0000320930","INV0997131","107.02","14-May-3581"
"CUST0000373525","INV0997732","104.5","07-May-3582"
"CUST0000171282","INV0997871","70.49","20-Jul-3582"
"CUST0000011820","INV0998319","95.27","17-Apr-3583"
"CUST0000146525","INV0998416","76.69","10-Jun-3583"
"CUST0000330790","INV0998430","80.32","15-Jun-3583"
"CUST0000404140","INV0999088","101.54","03-Jul-3584"
"CUST0000372281","INV0999193","73.65","01-Sep-3584"
"CUST0000149271","INV0999522","97.39","21-Mar-3585"
"CUST0000416739","INV0999821","118.11","15-Sep-3585"
